gender,age_clean,bmi,height_m,weight_kg,overweight_family,consum_cf,consum_vf,consum_daily,consum_other,smoking,consum_water,cal_monitoring,phyical_activity,device_usage,consum_alchohol,transportation,Obesity
Female,24,32.24,1.62,84.6,1,1,2,1,Sometimes,no,2,no,1,2,Sometimes,pt,4
Female,24,31.38,1.64,84.4,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,24,33.03,1.74,100.0,1,1,2,2,Sometimes,no,2,no,2,1,no,pt,4
Male,24,32.83,1.74,99.4,1,1,2,2,Sometimes,no,2,no,2,1,no,pt,4
Female,22,32.33,1.66,89.1,1,1,2,1,Sometimes,no,3,no,1,1,no,pt,4
Female,22,32.3,1.66,89.0,1,1,2,1,Sometimes,no,3,no,2,1,no,pt,4
Female,24,31.18,1.68,88.0,1,1,2,2,Sometimes,no,2,no,1,1,no,pt,4
Female,24,31.04,1.68,87.6,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Female,24,32.85,1.62,86.2,1,1,2,2,Sometimes,no,2,no,2,0,no,pt,4
Female,24,30.88,1.66,85.1,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Female,40,33.14,1.54,78.6,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,38,33.41,1.53,78.2,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,24,33.17,1.71,97.0,1,1,2,3,Sometimes,no,2,no,1,1,no,pt,4
Male,24,31.98,1.73,95.7,1,1,2,3,Sometimes,no,2,no,2,0,no,pt,4
Male,24,30.96,1.78,98.1,1,1,2,3,Sometimes,no,3,no,3,2,no,pt,4
Male,25,31.15,1.79,99.8,1,1,2,3,Sometimes,no,3,no,3,2,no,pt,4
Female,23,32.73,1.65,89.1,1,1,2,1,Sometimes,no,3,no,1,1,no,pt,4
Female,22,32.73,1.65,89.1,1,1,2,1,Sometimes,no,3,no,1,1,no,pt,4
Female,19,30.52,1.65,83.1,1,1,2,3,Sometimes,no,1,no,1,1,no,pt,4
Female,20,30.12,1.66,83.0,1,1,3,3,Sometimes,no,1,no,1,1,no,pt,4
Male,27,33.86,1.79,108.5,1,1,3,3,Sometimes,no,1,no,2,1,Sometimes,pt,4
Male,27,33.09,1.82,109.6,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Female,41,31.89,1.57,78.6,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,39,32.33,1.57,79.7,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,25,33.46,1.66,92.2,1,1,1,3,Sometimes,no,1,no,1,0,no,c,4
Male,24,32.6,1.69,93.1,1,1,1,3,Sometimes,no,1,no,1,0,no,c,4
Female,39,33.69,1.56,82.0,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,39,33.27,1.57,82.0,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,33,32.24,1.68,91.0,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,c,4
Male,31,32.21,1.69,92.0,1,1,2,2,Sometimes,no,2,no,2,0,Sometimes,c,4
Male,23,34.53,1.67,96.3,1,1,2,2,Sometimes,no,2,no,1,1,no,pt,4
Male,23,33.84,1.68,95.5,1,1,2,2,Sometimes,no,2,no,1,1,no,pt,4
Male,41,31.3,1.8,101.4,1,1,2,1,Sometimes,no,2,no,3,0,Frequently,c,4
Male,38,31.15,1.79,99.8,1,1,2,1,Sometimes,no,2,no,3,0,Frequently,c,4
Male,24,31.41,1.76,97.3,1,1,2,3,Sometimes,no,2,no,3,1,no,pt,4
Male,24,31.41,1.76,97.3,1,1,2,3,Sometimes,no,3,no,3,2,no,pt,4
Male,23,33.28,1.73,99.6,1,1,2,2,Sometimes,no,2,no,3,2,no,pt,4
Male,23,32.39,1.75,99.2,1,1,2,2,Sometimes,no,2,no,2,1,no,pt,4
Male,38,31.57,1.8,102.3,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,c,4
Male,39,30.93,1.8,100.2,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,c,4
Female,23,32.69,1.62,85.8,1,1,2,2,Sometimes,no,2,no,2,0,no,pt,4
Female,24,32.02,1.61,83.0,1,1,1,1,Sometimes,no,2,no,2,1,no,pt,4
Female,23,32.2,1.62,84.5,1,1,2,2,Sometimes,no,2,no,2,0,no,pt,4
Female,23,32.16,1.62,84.4,1,1,1,2,Sometimes,no,2,no,2,0,no,pt,4
Female,24,30.33,1.67,84.6,1,1,1,1,Sometimes,no,2,no,1,1,Sometimes,pt,4
Female,24,30.3,1.67,84.5,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,pt,4
Female,40,33.69,1.56,82.0,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,42,33.69,1.56,82.0,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,42,34.49,1.54,81.8,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,40,34.52,1.53,80.8,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,27,32.99,1.67,92.0,1,1,2,3,Sometimes,no,3,no,1,0,Sometimes,c,4
Male,28,32.6,1.68,92.0,1,1,2,3,Sometimes,no,3,no,1,0,Sometimes,c,4
Female,25,31.68,1.59,80.1,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Female,25,33.06,1.57,81.5,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Male,22,32.46,1.79,104.0,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,23,32.96,1.79,105.6,1,1,2,3,Sometimes,no,2,no,1,0,no,pt,4
Male,24,31.61,1.76,97.9,1,1,2,3,Sometimes,no,2,no,3,1,no,pt,4
Male,23,31.9,1.75,97.7,1,1,2,3,Sometimes,no,2,no,3,1,no,pt,4
Female,24,32.05,1.58,80.0,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Female,25,32.27,1.6,82.6,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Male,22,32.57,1.81,106.7,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,22,33.21,1.8,107.6,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Male,23,32.99,1.88,116.6,1,1,2,2,Sometimes,no,2,no,1,1,Sometimes,pt,4
Male,19,32.37,1.87,113.2,1,1,2,1,Sometimes,no,2,no,1,2,Sometimes,pt,4
Female,19,31.83,1.7,92.0,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,pt,4
Female,19,32.53,1.69,92.9,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Female,21,31.31,1.75,95.9,1,1,1,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Female,19,32.35,1.7,93.5,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Male,23,32.75,1.8,106.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,24,34.94,1.75,107.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,23,33.06,1.81,108.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,24,33.77,1.78,107.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,22,33.39,1.79,107.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Male,22,32.74,1.79,104.9,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Male,23,33.43,1.8,108.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,23,32.1,1.83,107.5,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,19,33.45,1.82,110.8,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Male,19,33.45,1.82,110.8,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Male,19,33.18,1.82,109.9,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Male,19,33.85,1.81,110.9,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Female,20,31.23,1.64,84.0,1,1,2,2,Sometimes,no,1,no,1,1,Sometimes,pt,4
Female,20,31.95,1.63,84.9,1,1,1,2,Sometimes,no,1,no,1,1,Sometimes,pt,4
Female,24,30.98,1.63,82.3,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,4
Female,24,31.47,1.63,83.6,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Male,23,33.77,1.78,107.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,23,32.21,1.82,106.7,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,22,33.17,1.89,118.5,1,1,2,2,Sometimes,no,2,no,1,1,Sometimes,pt,4
Male,21,32.17,1.89,114.9,1,1,2,2,Sometimes,no,2,no,1,1,Sometimes,pt,4
Male,23,31.67,1.94,119.2,1,1,2,3,Sometimes,no,3,no,1,1,Sometimes,pt,4
Male,22,33.29,1.87,116.4,1,1,2,3,Sometimes,no,3,no,1,1,Sometimes,pt,4
Female,40,32.85,1.58,82.0,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,39,32.85,1.58,82.0,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,39,33.75,1.53,79.0,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,38,32.09,1.56,78.1,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,20,32.99,1.72,97.6,1,1,2,2,Sometimes,no,2,no,1,0,no,pt,4
Male,18,33.21,1.73,99.4,1,1,2,3,Sometimes,no,2,no,1,0,no,pt,4
Female,40,31.52,1.57,77.7,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,38,33.46,1.51,76.3,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,42,32.51,1.55,78.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,4
Female,45,30.86,1.6,79.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,4
Male,19,33.95,1.8,110.0,1,1,2,2,Sometimes,no,2,no,1,0,no,pt,4
Male,19,34.33,1.79,110.0,1,1,2,2,Sometimes,no,2,no,1,0,no,pt,4
Male,19,33.67,1.81,110.3,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Male,19,33.67,1.81,110.3,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Male,30,33.33,1.81,109.2,1,1,2,2,Sometimes,no,2,no,1,1,Sometimes,c,4
Male,29,31.93,1.84,108.1,1,1,2,2,Sometimes,no,2,no,1,1,Sometimes,c,4
Female,19,31.45,1.7,90.9,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Female,19,31.04,1.68,87.6,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,24,34.58,1.66,95.3,1,1,1,3,Sometimes,no,1,no,1,0,no,c,4
Male,25,33.24,1.67,92.7,1,1,1,3,Sometimes,no,1,no,1,0,no,c,4
Male,30,33.2,1.65,90.4,1,1,1,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,29,32.24,1.68,91.0,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,4
Female,19,32.03,1.63,85.1,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Female,19,32.17,1.61,83.4,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,22,33.41,1.71,97.7,1,1,2,2,Sometimes,no,2,no,1,1,no,pt,4
Male,22,32.79,1.72,97.0,1,1,2,2,Sometimes,no,2,no,1,1,no,pt,4
Male,21,34.06,1.71,99.6,1,1,2,2,Sometimes,no,2,no,1,1,no,pt,4
Male,22,34.11,1.72,100.9,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Female,20,32.08,1.62,84.2,1,1,1,2,Sometimes,no,1,no,1,0,no,pt,4
Female,20,32.01,1.62,84.0,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,20,32.48,1.81,106.4,1,1,2,3,Sometimes,no,3,no,2,0,no,pt,4
Male,21,32.78,1.8,106.2,1,1,2,3,Sometimes,no,2,no,2,0,no,pt,4
Male,31,36.48,1.77,114.3,1,1,2,3,Sometimes,no,2,no,1,1,no,c,5
Male,26,35.83,1.8,116.1,1,1,1,3,Sometimes,no,2,no,2,0,no,c,5
Male,38,37.24,1.71,108.9,1,1,2,3,Sometimes,no,1,no,2,0,no,pt,5
Male,34,35.84,1.71,104.8,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,29,35.21,1.92,129.8,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,pt,5
Male,31,37.06,1.83,124.1,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,28,37.62,1.78,119.2,1,0,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,35,38.25,1.78,121.2,1,0,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,27,36.99,1.78,117.2,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,5
Male,29,35.4,1.8,114.7,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,29,36.01,1.84,121.9,1,1,3,3,Sometimes,no,3,no,1,1,Sometimes,pt,5
Male,26,33.88,1.9,122.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,32,39.06,1.76,121.0,1,1,2,3,Sometimes,yes,2,no,1,1,Sometimes,c,5
Male,32,36.75,1.88,129.9,1,1,2,3,Sometimes,yes,1,no,1,1,Sometimes,c,5
Male,26,36.48,1.77,114.3,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,26,37.76,1.77,118.3,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,42,37.96,1.76,117.6,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,29,35.43,1.71,103.6,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,24,35.38,1.86,122.4,1,1,3,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,24,36.23,1.85,124.0,1,1,3,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,25,37.91,1.62,99.5,1,1,3,2,Sometimes,no,1,no,2,0,no,pt,5
Male,21,39.37,1.66,108.5,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,31,36.07,1.77,113.0,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,26,36.1,1.77,113.1,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,32,36.71,1.68,103.6,1,1,2,3,Sometimes,no,1,no,2,0,no,pt,5
Male,30,35.68,1.68,100.7,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,32,35.78,1.92,131.9,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,31,34.62,1.91,126.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,33,38.77,1.76,120.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,38,39.19,1.76,121.4,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,23,36.99,1.78,117.2,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,5
Male,25,36.45,1.8,118.1,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,36.3,1.84,122.9,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,26,36.03,1.84,122.0,1,1,3,3,Sometimes,no,3,no,1,0,Sometimes,pt,5
Male,33,38.14,1.79,122.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,32,37.68,1.78,119.4,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,24,38.22,1.76,118.4,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,24,39.09,1.76,121.1,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,42,35.61,1.76,110.3,1,1,2,3,Sometimes,no,1,no,2,0,no,c,5
Male,36,34.91,1.74,105.7,1,1,2,2,Sometimes,no,1,no,2,0,no,c,5
Male,23,35.78,1.86,123.8,1,1,3,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,23,35.64,1.86,123.3,1,1,3,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,25,38.87,1.62,102.0,1,1,3,1,Sometimes,no,1,no,1,1,no,pt,5
Male,21,40.09,1.62,105.2,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,30,36.68,1.77,114.9,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,28,36.48,1.77,114.3,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,27,35.93,1.8,116.4,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,36.71,1.78,116.3,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,32,36.89,1.74,111.7,1,1,1,3,Sometimes,no,1,no,1,0,no,c,5
Male,42,36.21,1.75,110.9,1,1,2,3,Sometimes,no,1,no,1,0,no,c,5
Male,35,35.84,1.71,104.8,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,31,35.91,1.71,105.0,1,1,2,2,Sometimes,no,1,no,1,1,no,pt,5
Male,32,35.51,1.92,130.9,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,pt,5
Male,30,35.51,1.92,130.9,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,32,37.95,1.79,121.6,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,32,38.23,1.79,122.5,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,28,34.95,1.87,122.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,28,36.02,1.82,119.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,38,38.8,1.76,120.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,30,36.25,1.83,121.4,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,27,36.64,1.78,116.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,37.51,1.77,117.5,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,5
Male,31,35.39,1.79,113.4,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,28,35.58,1.79,114.0,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,27,34.77,1.88,122.9,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,29,36.66,1.81,120.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,24,34.24,1.89,122.3,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,25,38.26,1.79,122.6,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,33,38.22,1.78,121.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,31,38.11,1.77,119.4,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,32,38.37,1.83,128.5,1,1,2,3,Sometimes,yes,1,no,1,1,Sometimes,pt,5
Male,32,35.96,1.88,127.1,1,1,2,3,Sometimes,yes,1,no,1,0,Sometimes,pt,5
Male,26,36.04,1.78,114.2,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,27,36.33,1.78,115.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,34.2,1.87,119.6,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,35.27,1.84,119.4,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,40,38.03,1.78,120.5,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,40,37.65,1.78,119.3,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,27,37.45,1.68,105.7,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,33,35.46,1.71,103.7,1,1,2,1,Sometimes,no,1,no,2,0,no,pt,5
Male,24,35.97,1.85,123.1,1,1,3,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,37.67,1.79,120.7,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,35.03,1.88,123.8,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,24,38.94,1.77,122.0,1,1,2,2,Sometimes,no,1,no,2,0,Sometimes,pt,5
Male,25,38.73,1.63,102.9,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,5
Male,32,37.1,1.65,101.0,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,21,36.46,1.71,106.6,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,5
Male,26,38.19,1.67,106.5,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,31,36.07,1.77,113.0,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,31,36.42,1.77,114.1,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,25,38.39,1.63,102.0,1,1,2,3,Sometimes,no,1,no,2,0,no,pt,5
Male,26,37.49,1.63,99.6,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,31,35.17,1.93,131.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,31,35.32,1.92,130.2,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,38,38.77,1.76,120.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,40,39.06,1.76,121.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,24,35.8,1.79,114.7,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,24,36.17,1.8,117.2,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,26,36.33,1.84,123.0,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,26,37.24,1.81,122.0,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,33,39.39,1.76,122.0,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,33,38.46,1.77,120.5,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,24,36.09,1.84,122.2,1,1,2,2,Sometimes,no,1,no,2,0,Sometimes,pt,5
Male,24,35.47,1.85,121.4,1,1,2,2,Sometimes,no,1,no,2,0,Sometimes,pt,5
Male,42,35.8,1.76,110.9,1,1,2,2,Sometimes,no,1,no,1,0,no,c,5
Male,42,37.71,1.76,116.8,1,1,2,2,Sometimes,no,1,no,1,0,no,c,5
Male,23,35.58,1.86,123.1,1,1,3,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,23,35.73,1.86,123.6,1,1,3,1,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,25,38.71,1.62,101.6,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,25,39.2,1.61,101.6,1,1,3,1,Sometimes,no,1,no,1,1,no,pt,5
Male,31,35.82,1.78,113.5,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,30,36.52,1.77,114.4,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,26,35.8,1.8,116.0,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,36.9,1.78,116.9,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,41,36.85,1.73,110.3,1,1,2,3,Sometimes,no,1,no,1,0,no,c,5
Male,35,36.93,1.71,108.0,1,1,2,2,Sometimes,no,1,no,2,0,no,c,5
Male,34,35.91,1.71,105.0,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,31,35.5,1.71,103.8,1,1,2,2,Sometimes,no,1,no,1,1,no,pt,5
Male,31,35.73,1.92,131.7,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,pt,5
Male,30,35.51,1.92,130.9,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,31,37.58,1.81,123.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,31,35.95,1.87,125.7,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,28,35.62,1.83,119.3,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,28,36.79,1.8,119.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,34,38.84,1.76,120.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,33,39.09,1.76,121.1,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,27,36.96,1.78,117.1,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,5
Male,27,37.18,1.78,117.8,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,5
Male,31,35.03,1.8,113.5,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,28,35.4,1.8,114.7,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,29,36.37,1.83,121.8,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,5
Male,28,35.76,1.85,122.4,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,34.86,1.88,123.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,37.21,1.81,121.9,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,31,38.65,1.77,121.1,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,32,38.49,1.77,120.6,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,32,36.34,1.9,131.2,1,1,2,3,Sometimes,yes,1,no,1,0,Sometimes,pt,5
Male,32,36.36,1.88,128.5,1,1,2,3,Sometimes,yes,1,no,1,1,Sometimes,pt,5
Male,26,36.13,1.77,113.2,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,36.45,1.77,114.2,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,25,37.68,1.78,119.4,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,37.46,1.78,118.7,1,1,1,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,41,37.89,1.77,118.7,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,41,37.98,1.77,119.0,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,28,36.73,1.69,104.9,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,31,34.95,1.71,102.2,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,5
Male,24,35.76,1.86,123.7,1,1,3,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,25,34.72,1.88,122.7,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,24,35.03,1.88,123.8,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,24,35.38,1.86,122.4,1,1,3,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,37.45,1.63,99.5,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,28,36.51,1.66,100.6,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,5
Male,21,39.63,1.63,105.3,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,24,38.68,1.65,105.3,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
